"","score","text","polarity"
"1649",0,"@ManojKa20759203 @AmarUjalaNews @nitin_gadkari @AmitShah @narendramodi @BJP4India He said nothing wrong..","neutral"
"1650",1,"RT @blsanthosh: The famous vacation of a PM ... Shameless @INCIndia argues that a PM is entitled for these trips .... Congress Mukt Bharath…","positive"
"1651",0,"RT @VickyKedia: @BJP4India The Centre has stripped the Delhi Anti-Corruption Branch (ACB) of powers to probe central government employees f…","neutral"
"1652",0,"RT @Desifunday: @AirportBilaspur @sureshpprabhu @MoCA_GoI @drramansingh @narendramodi @BJP4CGState @BJP4India @sahu_lakhanlal @PMOIndia @Pi…","neutral"
"1653",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"1654",0,"RT @i_theindian: @sharma1526 @DigitalSheik @NPDay @RahulGandhi @sampitroda @ThePrintIndia @BJP4India @narendramodi @AmitShah If some of the…","neutral"
"1655",0,"@SudhaTrivedee @i_theindian @DigitalSheik @NPDay @RahulGandhi @sampitroda @ThePrintIndia @BJP4India @narendramodi… https://t.co/JeuJfs9C3V","neutral"
"1656",-1,"RT @Abhi_4_Nation: Let me confirm and put my Done and Dusted tweet for Yadav Dynasty in #LS2019
1. @yadavakhilesh is losing Azamgarh 
2. Di…","negative"
"1657",2,"RT @ahmedalifayyaz: I'm neither Modi bhakt nor impressed by @BJP4India ideology/governance. But impressed by this Kashmir BJP leader Sofi Y…","positive"
"1658",2,"RT @akankshaojha53: @BJP4India @AmitShah Does Rajiv Gandhi really had any Stature and dignity ?. Our lovable PM get recognition And awards…","positive"
"1659",1,"RT @blsanthosh: The famous vacation of a PM ... Shameless @INCIndia argues that a PM is entitled for these trips .... Congress Mukt Bharath…","positive"
"1660",0,"RT @NewsroomPostCom: Intolerance much? @BJP4India youth leader Priyanka Sharma arrested for posting Met Gala-themed meme on @MamataOfficial…","neutral"
"1661",-2,"RT @IrshadAdv15: .@AamAadmiParty legal notice to @BJP4India &amp; @GautamGambhir defamatory statements about the derogatory pamphlet about @Ati…","negative"
"1662",0,"RT @anusha_r1: @ShadowFighter__ @ashwinsraje @Tejasvi_Surya @BJYM @BJP4India @PMOIndia Imagine if someone from the opposite party had got a…","neutral"
"1663",0,"@poojabeditweets @IAmKaranOberoi @timesofindia @bombaytimes @PMOIndia @MumbaiPolice @BJP4India  @PMOIndia  please act.","neutral"
"1664",-1,"@BJP4India 's election startgey?? 
Dear people,
 @INCIndia has screwed you a lot and we couldn't do it in 5 years,… https://t.co/LgKcto80J4","negative"
"1665",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1666",0,"@htTweets @RahulGandhi @sunetrac First tell me yr 5 achieve ment in yr life other than political.
@BJP4India","neutral"
"1667",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 This has been the modus operandi of… https://t.co/E2a4vuOX13","neutral"
"1668",1,"RT @BJP4India: We don't just promise, we deliver.

Promise: To build quality integrated public transport system, and create an eco-friendly…","positive"
"1669",-1,"RT @BJP4India: Figure out, how austere and private a royal vacation can get! https://t.co/s7L6MFv7pZ","negative"
"1670",1,"RT @blsanthosh: One of the psephologist I keenly follow for details ( not inference ) was predicting 0 seats for @BJP4India in #WestBengal…","positive"
"1671",0,"@ndtv @ashutosh83B Started in 2003 or 2004 with then @INCIndia prez Ms Sonia Gandhi calling then Guj CM Mr… https://t.co/y8OToy9Pxw","neutral"
"1672",0,"RT @SudhaTrivedee: @sharma1526 @i_theindian @DigitalSheik @NPDay @RahulGandhi @sampitroda @ThePrintIndia @BJP4India @narendramodi @AmitShah…","neutral"
"1673",0,"Jab chori pakadi jaaye tab karte hain seena jori #JustAAPthings #AAPtards kejruddin @ArvindKejriwal deputy supremo… https://t.co/pAtIrODQVo","neutral"
"1674",0,"@PatkarRamanlal @collectorvalsad @BJP4Gujarat @BJP4India @InfoGujarat @iPankajShukla @AmitShahG @vijayrupanibjp… https://t.co/8QIOyUSPLs","neutral"
"1675",1,"@RahulGandhi First tell me.. your father is born for parsi / Muslim , grand father is FOROZ JAHANGIR GYANDI. Your m… https://t.co/MCcuMYAw8J","positive"
"1676",0,"RT @ManmohanThakurr: Highlights of a joint Public meeting of @BJP4India President Shri @AmitShah ji and Union Minister Shri @nitin_gadkari…","neutral"
"1677",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"1678",1,"RT @BJP4India: If you are so concerned about the stature and dignity of a former Prime Minister, what about the stature and dignity of the…","positive"
"1679",1,"@BJP4India Channels assessments are like    ""Weather Forecast""    .","positive"
"1680",0,"@thewire_in @AtishiAAP @BJP4India @SushilAaron This pamphlet shows how the Hindians are re-establishing a Arya-Hind… https://t.co/GIwO73BL08","neutral"
"1681",1,"RT @mcavoyed2: @BJP4India ITCELL Pradyut Bora   quits party. He said""Madness has gripped the party.The desire to win at any cost has destro…","positive"
"1682",0,"RT @parag_alavani: Great Response to Campaign Rally of @BJP4India + @ShivSena + #RPI Mahayuti candidate @poonam_mahajan ji at #santacruz in…","neutral"
"1683",0,"@PreetiSMenon @ArvindKejriwal @GautamGambhir @BJP4India @AtishiAAP @narendramodi Well done Ms.Menon! U nd ur party… https://t.co/IeTIFGTtOQ","neutral"
"1684",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1685",1,"thank you @narendramodi @PiyushGoyal @PiyushGoyalOffc @BJP4India @PMOIndia
#DeshKiShaanModi #JitegaModiJitegaBharat… https://t.co/ibhW4YY0DI","positive"
"1686",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 Why isn't she blaming @INCIndia ?
Why isn't she… https://t.co/FNt4nNfzKF","neutral"
"1687",-1,"RT @Sunil_Deodhar: Democracy of Didi

~In Barrackpore Loksabha TMC goons are threatening @BJP4India supporters and not allowing them to cas…","negative"
"1688",0,"RT @gulab_a_singh: @DrSEShinde 
We are voting for @ShivSena on 29th April 2019. We are Nationalists.
Since 1993, our votes have always been…","neutral"
"1689",0,"@i_theindian @DigitalSheik @NPDay @RahulGandhi @sampitroda @ThePrintIndia @BJP4India @narendramodi @AmitShah Totall… https://t.co/nEgaMyvZwC","neutral"
"1690",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"1691",0,"Anupam Kher: PM Modi has brought glory to India globally, no issues if people call me 'Modi Bhakt'. Every patriotic… https://t.co/mx756DUmE8","neutral"
"1692",-1,"@BJP4India @AmitShah This party has completely gone mad. BJP is the only infiltrator in the country.","negative"
"1693",-1,"@BJP4India Same same on this nonsense statement","negative"
"1694",0,"RT @VMuppi: Sam Pitroda @sampitroda ( full name - Satyanarayan Gangaram Pitroda) is a Gujarati. Why would he not help fellow gujarati PM @n…","neutral"
"1695",1,"RT @NewsNationTV: BJP will win all 42 Lok Sabha seats in West Bengal: #RajnathSingh

@rajnathsingh
@BJP4India
https://t.co/VXQsQxE62k","positive"
"1696",0,"@ANI @RahulGandhi @priyankagandhi @INCIndia @BJP4India @narendramodi @AmitShah Dear Rahul Ji, Ur party is not at al… https://t.co/qPKnoUAqFi","neutral"
"1697",1,"@shaziailmi @nocountry4women @BJP4India Many people do not know perhaps about Gambhir's philanthropic work.His contribution is immense.","positive"
"1698",2,"I assure you all that on May 23 @BJP4India will win with huge majority , and the saffron flag will fly high again . Jai Hind","positive"
"1699",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"1700",0,"RT @BJP4India: Dear Rahul Gandhi,

Speaking of interviews, we found this one photo from your India Today interview. 

When do you plan to r…","neutral"
"1701",0,"RT @sourabkpincha: @GauravPandhi @INCIndia @BJP4India Inc forgot to delete this, PR for congress, pakistani... 😂 😂 Time publishing article…","neutral"
"1702",1,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 More immediate priorities like sympathy votes?… https://t.co/ir5CEMRiCd","positive"
"1703",0,"RT @krishanofficial: Here is my #Exclusive interview with @nirahua1 who is contesting against @yadavakhilesh in #Azamgarh @JagranNews @BJP4…","neutral"
"1704",0,"In which @ianbremmer says PM @narendrmodi of @BJP4India is Still India's Best Hope for More Economic Reform | via… https://t.co/8TFh1vUuKp","neutral"
"1705",1,"@AamAadmiParty None of this chalu party win this election 🗳  just making Dharna, Drama

#IstandwithGautamGambhir… https://t.co/bow5uOajjJ","positive"
"1706",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1707",-1,"RT @akashbanerjee: At first the ploy to use @INCIndia's track record in 1984 to contest elections in 2019 looked a little desperate.
But th…","negative"
"1708",0,"Can't Judge a Book By Its Cover. 

@TIME
@narendramodi
@BJP4India","neutral"
"1709",-1,"RT @BJP4India: Rahul Gandhi's mentor Sam Pitroda justifying Sikh genocide of 1984. https://t.co/9vL9aBIB6g","negative"
"1710",0,"RT @Dayweekaa: Yesterday PM Modi in his interview to Zee explained his policy vis-á-vis Pakistan sponsored terrorism.

Can we expect such c…","neutral"
"1711",-1,"@NarayanSrikanth @htTweets @RahulGandhi @BJP4India Oh. Please know that #DufferRaGa is desperate to show some perfo… https://t.co/BtqYaZnCEz","negative"
"1712",0,"Thank you @sampitroda, @BJP4India won.","neutral"
"1713",-1,"In the terms of following also @INCIndia are lagging behind @BJP4India! 😛","negative"
"1714",-2,"RT @Sunil_Deodhar: Her worst nightmare is set to become true on 23rd May when @BJP4India comes back to power with largest ever seats from W…","negative"
"1715",0,"RT @raju: In which @ianbremmer says PM @narendrmodi of @BJP4India is Still India's Best Hope for More Economic Reform | via @Time https://t…","neutral"
"1716",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1717",0,"#HappyMothersDay to all the mothers around the world.
Those voting in India today, keep in mind your service toward… https://t.co/iBQrO73WGX","neutral"
"1718",-1,"RT @drsharma16: @narendramodi @arunjaitley @HardeepSPuri @BJP4India Sir there is election on 12th May JP home buyers had been struggling si…","negative"
"1719",-1,"@bhartiya27 @NewIndi69270462 @BJP4India @MohanMoun @Tandav9 @tweetofkt I hate these kind of people..have no content… https://t.co/4mT0j8qHD6","negative"
"1720",-1,"@tweetkundan @GautamGambhir @BJP4India I used to be a fan of Cricketer Gautam Gambhir but I ashamed of… https://t.co/PNPrdljLLy","negative"
"1721",-1,"RT @anusha_r1: @Tejasvi_Surya Tweeting isn't enough! And condemnation wouldn't change anything. She got arrested for posting a meme!!!!! So…","negative"
"1722",0,"@IndianExpress With long pending cases, this vacation is needed? Modernization of courts is one in @BJP4India manif… https://t.co/Kequ0hoYvP","neutral"
"1723",0,"No media channel wants to tell the story of this topper from Kannur, Kerala. Does this sold out media answer to the… https://t.co/AqjZRlD7iH","neutral"
"1724",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1725",0,"Here is my #Exclusive interview with @nirahua1 who is contesting against @yadavakhilesh in #Azamgarh @JagranNews… https://t.co/JOJt9Boi16","neutral"
"1726",1,"BJP will win all 42 Lok Sabha seats in West Bengal: #RajnathSingh

@rajnathsingh
@BJP4India
https://t.co/VXQsQxE62k","positive"
"1727",0,"RT @SudhaTrivedee: @sharma1526 @i_theindian @DigitalSheik @NPDay @RahulGandhi @sampitroda @ThePrintIndia @BJP4India @narendramodi @AmitShah…","neutral"
"1728",0,"RT @BJP4India: BJP crosses the milestone of 11 million followers on Twitter. Thank you for your support. #JitegaModiJitegaBharat https://t.…","neutral"
"1729",0,"RT @ZeeNews: BJP will get majority in Lok Sabha elections, says PM Narendra Modi in an exclusive conversation with @sudhirchaudhary
MUST WA…","neutral"
"1730",-1,"RT @MyNation: #ArvindKejriwal a fraud and liar, AAP is dead: Kapil Mishra

@KapilMishra_IND @rs_swaraj @BJP4India 

https://t.co/vUmT6akhvq","negative"
"1731",1,"@BJP4India I modi supporter but plz stop spreading such videos...","positive"
"1732",0,"Gandhi family always play with our nation, religion, cast &amp; our culture only for satta.  Now that time has come to… https://t.co/q4cKRe9Jye","neutral"
"1733",1,"RT @dusnumberi_sanj: A party @BJP4India which supports terrorism. Believes in religion, caste politics. Shame on their leader n every relig…","positive"
"1734",0,"@tripathi_619 @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 the legal due process will take its course over t… https://t.co/PHnlg6n1Hn","neutral"
"1735",0,"RT @AnkitLal: It's been almost hour and half the embargo period for Delhi Lok Sabha polls has started.

All parties and candidates ask supp…","neutral"
"1736",-1,"@narendramodi  is a cultural shock to pseudo,  elites intellectuals secularists how Zero has become global Hero. Th… https://t.co/Swnij7per1","negative"
"1737",0,"@MahimaShastri Unfortunately @INCIndia believes in naming national assets after Nehru-Gandhi dynasty. All other tal… https://t.co/EkuqBxqV9q","neutral"
"1738",1,"@BJP4India BJP is too soft on his citizenship issue. If he is a British Citizen while being an MP, that is a crimin… https://t.co/6sGG7NydZa","positive"
"1739",0,"@ndtvfeed @ndtv Effectively @siddaramaiah is telling:- Lawmakers of @INCIndia are of proud lot.
They are aloof of b… https://t.co/Q1Anozix7K","neutral"
"1740",0,"RT @cpimlliberation: URGENT/ A campaign vehicle of Com. @RajuYadav_CPIML was attacked this evng by @BJP4India goons at Nawadaben village, A…","neutral"
"1741",0,"@BJP4India @debabrata_padhy Awesome👏✊👍 Loved it.","neutral"
"1742",-1,"RT @PreetiSMenon: Shame on you @GautamGambhir.
We all know it's mandatory to be a filthy misogynist to be in @BJP4India but your sordid fak…","negative"
"1743",-1,"RT @dusnumberi_sanj: This creepy Bjp’s man has seen #aatishi husband eating beef. Going by his beef logic n he asking where is her husband.…","negative"
"1744",1,"@news24tvchannel @capt_amarinder @BJP4India @PMOIndia @narendramodi @RahulGandhi @INCIndia Absolutely right sir","positive"
"1745",1,"@BDUTT Please add Kashmir Massacre in 1989 of Kashmiri Pandits on top of list as its the only time a whole class of… https://t.co/XwFW6Aj5Gm","positive"
"1746",1,"#IndiaElectionWatch |Is it advantage BJP ahead of #Phase6 &amp; 7. 
Will @BJP4India come back to power? WION's @palkisu… https://t.co/pYXzK4r3pG","positive"
"1747",-3,"@TIME Of course... if people can endure the crap you print, biased opinion, half baked truth, ur rhetoric on hindus… https://t.co/k5GxQYYUjj","negative"
"1748",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"1749",2,"RT @ahmedalifayyaz: I'm neither Modi bhakt nor impressed by @BJP4India ideology/governance. But impressed by this Kashmir BJP leader Sofi Y…","positive"
"1750",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1751",-1,"@Let_us_express @NewIndi69270462 @BJP4India @MohanMoun @Tandav9 @tweetofkt Typical Congi culture 
To lie 
Then run away","negative"
"1752",1,"The post @dhruv_rathee liked of @abhisar_sharma shows that he's a fool.I respected you mahn but cant you see the pi… https://t.co/3LCATyz8Wt","positive"
"1753",-1,"Happy weekend friends 👍

And Happy Ending @AamAadmiParty 👎 

That was bad and shameful..@AtishiAAP  @ArvindKejriwal… https://t.co/VcLjoG0oa7","negative"
"1754",0,"@RiaRevealed @ahmedpatel @BJP4India True.....","neutral"
"1755",0,"@Sunil_Deodhar We will give @BJP4India 20+ seats from Bengal. @SuPriyoBabul we want a song from your side after tha… https://t.co/4Fbo7yWTfw","neutral"
"1756",0,"RT @iIakobos: To be honest, it looks like he’s challenging you to a bout of boxing, and you’re peeing your pants. https://t.co/eohMqeNm3Z","neutral"
"1757",1,"@Let_us_express @Tandav9 @NewIndi69270462 @BJP4India @MohanMoun @tweetofkt @RahulGandhi Viscious .
Be glad when any… https://t.co/r0wlfxUigk","positive"
"1758",0,"@BJP4India @AmitShah Hindustan is Hindustan but anti nationals anti Hindustan is none but Congress now and  before… https://t.co/VGQe8BLHkl","neutral"
"1759",-2,"@BJP4India The poor owe a lot to Modi's Government.   It was Modiji who made the poor to live with Honour whereas t… https://t.co/SPpgUmAb69","negative"
"1760",-2,"RT @RavinarIN: Dear dumb spokies and supporters of @BJP4India on @Republic... Why in hell are you demanding ""Sack Pitroda""?.. Are you that…","negative"
"1761",2,"RT @vijayendra0505: #BoycottTimeMagazine for defaming our beloved PM. 
Those who support this, RT
@BJP4India 
@jayati_patel1 
@GautamGambhir","positive"
"1762",0,"@ANI @RahulGandhi @sampitroda @priyankagandhi @INCIndia @BJP4India @narendramodi @AmitShah Dear Rahul Ji, there is… https://t.co/ci3fBlYXkK","neutral"
"1763",0,"Someone fro@ @BJP4India need to teach Chowkidar @Tejasvi_Surya, meaning of the term “New Low” or don’t send him to… https://t.co/vGvSvf5C0S","neutral"
"1764",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"1765",0,"@MadhuMishra_ @narendramodi @BJP4India Hitler s Germany looks like present India. I wish all the curses of yashodaj… https://t.co/1QPGSyXnb3","neutral"
"1766",2,"@NupurSharmaBJP Honestly this lady @PreetiSMenon isn't so famous or worthy of your time. You shouldn't even have wa… https://t.co/C5ZMU4yPwf","positive"
"1767",-1,"It is crazier that @RahulGandhi with 44 seats wants to become PM of India

However he was incapable then as today t… https://t.co/w5A4dhvgsx","negative"
"1768",1,"This is #India today. A Dalit bit bought a car and upper class #Hindus did not like it. #Gujrat MPA of #BJP is beat… https://t.co/54VhYWVvQj","positive"
"1769",0,"@tweetkundan @GautamGambhir @BJP4India sab namune bjp me he q hain 🙈🤷🏻‍♂️🤦🏻‍♂️🤓","neutral"
"1770",-1,"RT @archu243: ABSOLUTE SHOCKER !!! 😱

Thousands of Sikh men were brutally massacred, women raped, even kids not spared on the orders of but…","negative"
"1771",0,"RT @pete5308: @gujjubhai8 @NSELfight @RatnakarShirish @BJP4India @MinhazMerchant @AmitShah @narendramodi @SushmaSwaraj @rajnathsingh @bibek…","neutral"
"1772",-1,"@ArunSFan Imagine @BJP4India leaders' audacity in calling Man Mohan Singh a Chor!
While in Rafael , Modi's grubby h… https://t.co/NF7vlGVlFx","negative"
"1773",0,"RT @rajeev_mp: The last 5 yrs @narendramodi has done more to #SecureIndia n for the cause of our VETERANS n our ARMED FORCES thn all govts…","neutral"
"1774",0,"RT @thewire_in: While it is yet to be established who authored the pamphlet against @AtishiAAP, the language the pamphlet uses resonates wi…","neutral"
"1775",-2,"RT @RavinarIN: Dear dumb spokies and supporters of @BJP4India on @Republic... Why in hell are you demanding ""Sack Pitroda""?.. Are you that…","negative"
"1776",0,"RT @supriyarajat: @prchandna @abhaypandey01 @rockme26 @AmitShah @myogiadityanath @BJP4India @BJP4UP @AllShroff @narendramodi @AnupamPKher @…","neutral"
"1777",-2,"RT @AnjaliB_: In the last 5 yrs more than 40 whistleblowers- the real “Chowkidars"" of the nation hv been killed for exposing corruption &amp; w…","negative"
"1778",0,"@bhartiya27 @Tandav9 @NewIndi69270462 @BJP4India @MohanMoun @tweetofkt @RahulGandhi Thanks dear..for pointing it ou… https://t.co/dJIvxidKJs","neutral"
"1779",0,"@Capilbhargava @ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Wo seat bjp ki Thi hi nhi,… https://t.co/wkUUMZsVRi","neutral"
"1780",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1781",1,"Do you know how those incredible sums (₹₹₹₹₹₹₹₹₹₹₹)got into the BJP accounts? The nation wants to know!!!… https://t.co/lUUw0WJCqg","positive"
"1782",1,"RT @imbhanu_07: This is called digging ur own grave 😂😂😂😂
Thus it's proven that #SamPitroda is an apt advisor to papu 
SAM BHI PAPU NIKLA 😂😂…","positive"
"1783",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1784",0,"RT @RuchiraC: @BJP4India @AmitShah About the stature of the current Prime Minister. https://t.co/4mJ6QnEXAL","neutral"
"1785",-1,"@akashbanerjee @INCIndia @BJP4India #HuaToHua  So what? Just about 18 months before? In a place so unfamiliar &amp; on… https://t.co/m3EiGV4KWm","negative"
"1786",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1787",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1788",0,"RT @kjsingh001: #SamPitroda now #Election2019 has replaced Mani Shankar Aiyer @RahulGandhi. WILL DELETE @INCIndia VOTES #punjab &amp; #delhi. @…","neutral"
"1789",-2,"RT @Sunil_Deodhar: Her worst nightmare is set to become true on 23rd May when @BJP4India comes back to power with largest ever seats from W…","negative"
"1790",0,"@deepakbhx @nandtara @jokerofj @ianbremmer @TIME @narendramodi @INCIndia @BJP4India @mihirssharma @arunjaitley You… https://t.co/Lip6KtGyz2","neutral"
"1791",0,"@Let_us_express @NewIndi69270462 @BJP4India @MohanMoun @Tandav9 @tweetofkt He posted an article from 2011","neutral"
"1792",0,"RT @NewsroomPostCom: Intolerance much? @BJP4India youth leader Priyanka Sharma arrested for posting Met Gala-themed meme on @MamataOfficial…","neutral"
"1793",0,"RT @shaziailmi: Aap’s Dirty tricks Dept at work.The same kind of filth was written about me by their trolls! Gautam Gambhir is a decent per…","neutral"
"1794",-2,"Mamata Banerjee's worst nightmare would be on 23rd May when @BJP4India comes back to power with largest ever seats… https://t.co/wDhl58wXYz","negative"
"1795",-1,"@sampitroda Which 3 words, Kaka - #ModiHiAayega or is it #ModiOnceMore ? Any way you or @BJP4India twist these word… https://t.co/gxvsxoSyn8","negative"
"1796",0,"@sharma1526 @i_theindian @DigitalSheik @NPDay @RahulGandhi @sampitroda @ThePrintIndia @BJP4India @narendramodi… https://t.co/mWeQXouHGB","neutral"
"1797",0,"RT @BJP4India: Dear Rahul Gandhi,

Speaking of interviews, we found this one photo from your India Today interview. 

When do you plan to r…","neutral"
"1798",-2,"RT @Sunil_Deodhar: Her worst nightmare is set to become true on 23rd May when @BJP4India comes back to power with largest ever seats from W…","negative"
"1799",-1,"@Dr_Uditraj @BJP4India Congress mai ate hi fear mongering shuru kar di. Shame on you.","negative"
"1800",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1801",0,"@danieljohnpaul @jaavedjaaferi @BJP4India @GautamGambhir @pbhushan1 And On the other hand , the person who is accus… https://t.co/oYf5z5MxmQ","neutral"
"1802",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1803",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"1804",-1,"RT @spbhattacharya: #BreakingNews — @BJP4India Candidate from East Delhi @GautamGambhir sends defamation notice to @ArvindKejriwal, @msisod…","negative"
"1805",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1806",0,"@ANI @RahulGandhi @sampitroda @priyankagandhi @INCIndia @BJP4India @AmitShah @narendramodi Rahul Ji why don't you p… https://t.co/dpgA3aI9cT","neutral"
"1807",0,"RT @SinghPramod2784: Sir! Sharad Pawar voted in South Mumbai Lok Sabha seat &amp; there was no @BJP4India candidate here as seat has gone to Sh…","neutral"
"1808",0,"RT @Sunil_Deodhar: In the past, she has branded students who question her goons as 'naxalites'! Is this how a democratically elected  CM re…","neutral"
"1809",1,"RT @Tandav9: @NewIndi69270462 @Let_us_express @BJP4India @MohanMoun @bhartiya27 @tweetofkt Like leader @RahulGandhi like followers. Tagging…","positive"
"1810",-2,"RT @Sunil_Deodhar: Her worst nightmare is set to become true on 23rd May when @BJP4India comes back to power with largest ever seats from W…","negative"
"1811",0,"@bhartiya27 @NewIndi69270462 @BJP4India @MohanMoun @Tandav9 @tweetofkt Dumb chamcha blocked me..can't hear the trut… https://t.co/aP0fKCCJOp","neutral"
"1812",0,"RT @ZeeNews: BJP will get majority in Lok Sabha elections, says PM Narendra Modi in an exclusive conversation with @sudhirchaudhary
MUST WA…","neutral"
"1813",0,"@skumar68863251 @BJP4India @INCIndia @AamAadmiParty @samajwadiparty Thanks","neutral"
"1814",-1,"RT @ZeeNews: #ModiOnZee: Don’t miss PM Narendra Modi’s ‘pure political’ interview with @sudhirchaudhary
tonight at 8 PM only on @ZeeNews 
@…","negative"
"1815",0,"@Tandav9 @NewIndi69270462 @Let_us_express @BJP4India @MohanMoun @tweetofkt @RahulGandhi @Tandav9 @Let_us_express 
P… https://t.co/oCn813xFyN","neutral"
"1816",3,"thank you @RahulGandhi for giving @sampitroda a loytee bonus today

I m sure he deeply honored &amp; will always b grea… https://t.co/fsi2wFC3xk","positive"
"1817",0,"@rishbagree @PMOIndia @HMOIndia @adgpi @BJP4India @BJP4Bengal @TajinderBagga @hrw @UN_Women
Please help her, there… https://t.co/V8oke9RauS","neutral"
"1818",0,"RT @thewire_in: While it is yet to be established who authored the pamphlet against @AtishiAAP, the language the pamphlet uses resonates wi…","neutral"
"1819",0,"RT @shruttitandon: Gautam Gambhir for you ladies and gentlemen #IStandWithGambhir @GautamGambhir @BJP4India #GautamGambhir We were with you…","neutral"
"1820",0,"RT @Omg_Speaks: Now its Taaliban Not Bengal... Where law of land means law of Dictator @MamataOfficial &amp; @AITCofficial Goons Because Priyan…","neutral"
"1821",0,"RT @RuchiraC: @BJP4India @AmitShah About the stature of the current Prime Minister. https://t.co/4mJ6QnEXAL","neutral"
"1822",0,"RT @iamsuffian: @INCIndia Gen Secy @priyankagandhi  and @BJP4India Minister @Manekagandhibjp crosses paths , while Campaigning in Sultanpur…","neutral"
"1823",0,"Do remember that @BJP4India has granular data. They don't have to swing elections by a lot. 

Ughh, I need the data… https://t.co/Iw2dQOtkJw","neutral"
"1824",1,"RT @agraharishivam7: Where is the freedom of expression gang? #ISupportPriyankaSharma @BJP4India https://t.co/D4m2gREpuu","positive"
"1825",1,"RT @shail292k6: @NewShiningIndia @ctex108 @TIME @BJP4India the author is son of a pakistani politician... now we know how fair this article…","positive"
"1826",0,"RT @jitengajaria: @ashutosh83B @PawarSpeaks @NCPAMumbai @INCIndia @AamAadmiParty @BJP4India Abey Champak. Pawar votes in Mumbai South where…","neutral"
"1827",0,"RT @AdityaTrivedi_: Thank you for asking to vote for @BJP4India 

1. 100% electrification 
2. Rural road connectivity increased from 56% to…","neutral"
"1828",0,"RT @INCIndia: Just let us know the dates of PM's press conference, we'll do a special screening. https://t.co/zbzULx6LGd","neutral"
"1829",-1,"RT @AnkitLal: .@AamAadmiParty sends legal notice to @BJP4India and it's East Delhi candidate @GautamGambhir over derogatory content in pamp…","negative"
"1830",0,"@IamDharmenderN @narendramodi @AmitShah @BJP4India @nsitharaman @rajnathsingh @PiyushGoyal @smritiirani… https://t.co/SRZ52Bmpbm","neutral"
"1831",-2,"RT @PulkitS_: Shameful BJP's dirty tricks department is constantly at work.

1st they distributed disgusting pamphlets about @AtishiAAP &amp; n…","negative"
